summary,Category
jakarta kompascom  honda accord rs hybrid resmi meluncur di indonesia nomenklatur rs yang biasanya tersemat sebagai varian sporty kini menjadi bagian dari sedan flagship honda itu accord rs hybrid menambah daftar mobil hybrid yang dipasarkan di indonesia mobil berstatus cbu thailand tersebut diklaim memiliki efisiensi bahan bakar mencapai  km per liter baca juga ini tantangan pengembangan transportasi umum di indonesia yusak billy direktur penjualan dan marketing serta purnajual honda prospect motor hpm mengatakan angka konsumsi bbm  km per liter itu hasil uji internal dan seharusnya lebih tinggi saat dipakai di jalan  ini satu liter bisa  km atau  gram co per kilometer itu pengujian tapi aktualnya sama seperti crv hybrid yang sama dengan brio tapi fakta di lapangan saya pernah bawa di bali itu  km per liter kata billy di jakarta kamis  hasil aktualnya kita belum coba harusnya bisa lebih irit ujarnya di atas kertas angka  km per liter sudah mengalahkan konsumsi bbm lcgc yang dipatok sebesar  km per liter baca juga segmentasi konsumen jadi tantangan jualan mobil listrik di indonesia accord rs hybrid mengusung sistem gabungan dua mesin tenaga disuplai mesin pembakaran dalam silinder siklus atkinson  cc dan motor listrik atau dinamo  mesin konvensional mampu menghasilkan tenaga  tk dan torsi  nm adapun motor listrik diklaim menghasilkan  kw atau setara  tk dan torsi  nm sehingga secara kombinasi mampu menghasilkan  tk sistem hybrid accord generasi ke ini bisa berjalan dalam beberapa mode di perkotaan dengan kecepatan perlahan mobil bisa berjalan menggunakan motor listrik saja atau ev drive mode sehingga lebih irit kemudian di kecepatan menengah mesin dan motor bekerja secara bersamaan sedangkan di kecepatan konstan seperti di jalan tol bisa hanya digerakkan oleh mesin,Otomotif
jakarta kompascom  pemprov sumatera selatan memberikan keringanan pembayaran pajak kendaraan bermotor kepada masyarakat hingga  desember  momen ini diharapkan bisa meningkatkan kesadaran masyarakat dalam membayar pajak pelunasan pajak kendaraan bermotor menjadi salah satu syarat keabsahan surat tanda nomor kendaraan stnk masyarakat perlu tahu bahwa setiap kendaraan bermotor wajib dilengkapi stnk yang sah dan bisa ditunjukkan saat ada pemeriksaan oleh petugas baca juga pemutihan pajak kendaraan di kalimantan utara sampai  desember   selain tilang di jawa barat ada wacana bahwa kendaraan bermotor yang masih memiliki tunggakan pajak bakal dilarang mengisi bahan bakar subsidi di spbu pertamina tidak menutup kemungkinan kebijakan sama juga diterapkan oleh daerahdaerah lain termasuk sumatera selatan saat ini bapenda menggelar keringanan pembayaran pajak di antaranya baca juga pemutihan pajak kendaraan di sulawesi selatan berlaku sampai  desember   dengan adanya diskon  persen bbnkb ii maka bila kita hendak balik nama kendaraan bermotor akan mendapatkan potongan cukup besar misal untuk mobil senilai rp  juta maka bbnkb ii rp  juta berhubung sedang ada diskon kita cukup membayar rp  juta saja selain itu kita tidak akan dikenakan denda pajak dan asuransi karena pernah terlambat membayarnya bahkan bagi kita yang memiliki tunggakan pajak dua tahun atau lebih cukup membayar  tunggakan dan yang masih berjalan sehingga menjadi lebih hamat masyarakat bisa memanfaatkan kesempatan tersebut terakhir  desember  di seluruh samsat di sumatera selatan,Otomotif
jakarta kompascom – honda baru saja merilis versi penyegaran dari honda adv setelah meluncur pertama kali pada  kali ini adv mendapat tiga pilihan warna baru yang lebih berani keren dan lebih agresif dilansir dari great biker  tiga warna baru ini adalah misty grey nightfall black dan redblack red twilight skutik gambot ini dirancang seperti premium bike dengan tone warna baru lebih gelap sementara pelek kini pakai warna emas baca juga ke luar negeri sekarang bisa naik bus damri tarif rp   masih dari sektor kakikaki sokbreker depan pakau upside down dan belakang pakai sokbreker ganda dengan double subtank dari showa beralih ke kepraktisan motor ini dilengkapi windshield depan yang dapat diatur ketinggiannya dengan empat setelan kemudian terdapat bagasi besar untuk penyimpanan di bawah jok  liter bisa menampung hingga dua helm full face termasuk kompartemen penyimpanan depan baca juga lima tahun jadi taksi mobil listrik byd tembus  km  adv turut hadir dengan spidometer full lcd yang menampilkan informasi berkendara lengkap termasuk port pengisian daya usb type c dan remote honda smart key untuk menghidupkan mesin tanpa menggunakan kunci walaupun secara tampilan mengalami sedikit ubahan tapi motor ini masih mengusung mesin yang sama dengan sebelumnya berdasarkan spesifikasinya adv hadir dengan mesin esp  cc  katup yang mampu menghasilkan  tk dan torsi maksimum  nm baca juga mulai rp  jutaan intip daftar harga mobil hybrid per desember   tak ketinggalan terdapat sistem hstc honda selectable torque control untuk mencegah motor kehilangan keseimbangan serta rem abs di depan dan belakang bicara soal harga honda adv dijual di thailand dengan harga  baht atau setara rp  jutaan,Otomotif
jakarta kompascom – pemerintah resmi merilis dalam surat keputusan bersama skb oleh kementerian perhubungan korlantas polri dan kementerian pupr yang mengatur kelancaran arus lalu lintas selama libur natal  dan tahun baru  nataru dalam skb nomor kpdrjd  tahun  skb xii dan nomor pksdb salah satu poinnya menerangkan bahwa saat libur nataru akan diberlakukan juga sistem contraflow pengaturan lalin ini pemberlakuannya dapat dievaluasi oleh korlantas polri berdasarkan pertimbangan kondisi lalu lintasnya nanti dan bisa jadi akan ada perubahan arus lalu lintas yang bersifat situasional ujar dirjen perhubungan darat hendro sugiatno dalam keterangan resmi  baca juga ke luar negeri sekarang bisa naik bus damri tarif rp   seperti diketahui skb ini sengaja diterbitkan untuk memberikan keselamatan keamanan dan kenyamanan serta ketertiban bersama selama libur nataru adapun skb ini diterbitkan pada  desember  oleh dirjen perhubungan darat hendro sugiatno plt kepala korps lalu lintas kepolisian brigjen pol aan suhanan dan dirjen bina marga hedi rahadian ada beberapa waktu yang akan mengalami pengaturan di jalan raya maupun di lintas penyeberangan ucap hendro rencananya contraflow akan dilakukan di beberapa bagian tol jakartacikampek dan tol cipali kemudian berlangsung saat menjelang natal setelah natal menjelang tahun baru dan setelah tahun baru baca juga wuling luncurkan sedan listrik pertama harga rp  jutaan  berikut ini lokasi dan jadwal pemberlakuan sistem contraflow saat libur nataru  arus mudik natalkm   km  tanggal  desember pukul  sampai  waktu setempat dan pada tanggal  desember masingmasing pukul  sampai  waktu setempat  arus balik natalkm   km  tanggal  desember pukul  sampai  waktu setempat dan tanggal  desember pukul  sampai  waktu setempat  arus mudik tahun barukm   km  tanggal  desember pukul  sampai  waktu setempat dan tanggal  desember pukul  sampai  waktu setempat  arus balik tahun barukm   km  tanggal  januari pukul  sampai  waktu setempat dan tanggal  januari pukul  sampai  waktu setempat,Otomotif
jakarta kompascom  surat keputusan bersama skb sudah diteken oleh kementerian perhubungan korlantas polri dan kementerian pupr skb ini berisikan tentang pembatasan angkutan barang di jalan tol dan jalan non tol disebutkan bahwa kendaraan angkutan barang yang diberlakukan pembatasan antara lain mobil barang dengan berat lebih dari  kg mobil barang dengan sumbu tiga atau lebih baca juga catat waktunya angkutan barang dilarang beroperasi saat libur nataru kemudian mobil barang dengan kereta tempelan kereta gandengan serta mobil barang yang mengangkut hasil galian hasil tambang dan bahan bangunan  pembatasan ini dilakukan untuk meningkatkan kelancaran lalu lintas selama libur nataru mengingat jumlah volume kendaraan diprediksi akan bertambah baik di jalan tol maupun non tol ujar dirjen perhubungan darat hendro sugiatno dalam keterangan resminya khusus untuk kendaraan yang mengangkut bbm atau bbg hantaran uang hewan pakan ternak pupuk dan barang pokok masih diperbolehkan untuk melintas alias kebal dari sistem pembatasan ini baca juga jelang libur nataru jasa marga razia truk odol tapi kendaraan tersebut harus dilengkapi dengan surat muatan selain itu ada juga beberapa ketentuan yakni diterbitkan oleh pemilik barang yang diangkut surat muatan yang berisi keterangan jenis barang tujuan dan nama serta alamat pemilik barang terakhir ditempelkan pada kaca depan sebelah kiri angkutan barang  berikut ini ruas jalan tol yang dibatasi   lampung dan sumatera selatan bakauheniterbanggi besar  pematang panggang  kayu agung  dki jakarta  banten jakarta  tangerang merak  dki jakartaa prof dr ir sedyatmob jakarta outer ring road jorr danc dalam kota jakarta  dki jakarta dan jawa barata jakarta  bogor  ciawi  cigombongb cigombong  cibadakc bekasi  cawang  kampung melayu dand jakarta  cikampek  jawa barata cikampek  purwakarta  padalarang  cileunyib cikampek  palimanan  kanci  pejaganc jakarta  cikampek ii selatan fungsionald cileunyi  cimalaka dane cimalaka  dawuan  jawa tengaha pejagan  pemalang  batang  semarangb krapyak  jatingaleh semarangc jatingaleh  srondol semarangd jatingaleh  muktiharjo semarange semarang  solo  ngawif semarang  demak dang jogja  solo fungsional  jawa timura ngawikertosono  mojokerto  surabaya  gempol pasuruan  probolinggob surabaya  gresik danc pandaan  malang berikut ruas jalan non tol yang berlaku pembatasan sumatera utaraa medan  berastagi danb pematang siantar  parapat simalungun  porsea,Otomotif
jakarta kompascom  tersebar di media sosial video orang yang berkendara sambil atraksi terlihat badannya miring ke samping kaki naik ke atas dan gas dipegang pakai tangan kiri video tersebut diunggah akun dashcam indonesia dan menuai banyak komentar kebanyakan mengomentari kelakuannya yang terlalu santai seakan tidak ada beban hidup menurut jusri pulubuhu training director jakarta defensive driving consulting orang di video tersebut sangat terlihat sombong arogan dan tidak bertanggung jawab baca juga cek harga motor trail dan adventure pada desember  a post shared by dashcam indonesia dashcamindonesia   jalan raya itu ruang publik sudah diatur untuk keperluan umum kita memiliki tanggung jawab bersama menyangkut keselamatan orang kata jusri kepada kompascom kamis  jusri bilang keselamatan harus jadi gaya hidup semua orang untuk bisa berkendara dengan aman harus juga dipikirkan keselamatan orang lain bukan cuma diri sendiri kalau mau melakukan atraksi tidak di jalan raya silakan di area yang tertutup sehingga kalau celaka paling dia dan keluarganya yang kena imbas orang lain tidak ucap jusri baca juga inovasi quester euro jadi kendaraan niaga ramah lingkungan  atraksi yang terlihat santai itu sudah jelas sangat berbahaya orang yang punya akal sehat dan dia melakukan itu berarti bisa dibilang tidak paham tentang tanggun jawab orang sehat tuh takut dengan kerugian kerusakan dan rasa sakit kenapa dia lakukan mungkin belum pernah mengalami patah gegar otak atau bangkrut karena bayar biaya rumah sakit kata jusri menurutnya orang yang boleh tidak tau ada di usia anakanak tapi kalau sudah dewasa masih saja seperti itu maka bisa dijawab sendiri apa itu orang yang sehat atau tidak,Otomotif
jakarta kompascom  musim hujan sudah tiba dan mulai tersebar rata di seluruh wilayah indonesia sebagai upaya antisipasi ada beberapa anjuran bermanfaat khusus pengendara motor yang bisa diterapkan anjuran ini berkaitan dengan helm motor yang bisa diubah secara khusus agar penggunaannya lebih maksimal meningkatkan area pandang serta siap dipakai hujanhujanan agus sani head of safety riding ahm wahana mengatakan ada dua tips yang bisa digunakan oleh pengendara motor selama musim hujan yakni menyiapkan cairan anti fog anti embun dan memasang pinlock di visor helm “ini dua cara paling simpel supaya helm enggak berembun efektif juga” ucapnya kepada kompascom rabu  baca juga target penjualan volvo  cuma  unit setahun  sesuai namanya cairan anti embun bisa membuat visor helm tetap jernih dan tidak tertutup uap akibat bernafas bentuknya botol spray dan cara penggunaannya tinggal disemprot saja harganya juga sangat terjangkau dan bisa dibeli di toko online dengan banderol mulai dari rp  saja alat bermanfaat ini sebaiknya selalu disimpan di dalam tas ketika hendak bepergian selama musim hujan “misalnya sudah gerimis sebaiknya menepi dulu terus semprot visor pakai anti fog sekalian pakai jas hujan terus jalan lagi” kata agus anjuran kedua adalah memasang pinlock pada visor helm langkah ini terbilang cukup mahal dan sedikit memakan biaya tetapi manfaatnya jauh lebih terasa baca juga ini tantangan pengembangan transportasi umum di indonesia  untuk diketahui pinlock adalah lapisan plastik khusus yang dipasang di visor helm bagian luar dan dalam fungsinya tidak hanya menangkal embun tetapi juga melebarkan visibilitas pengendara dengan menyaring sinar ultraviolet pemasangannya terbilang cukup rumit karena pengendara harus memiliki jenis visor sesuai dan bisa dipasang pinlock jika tidak artinya harus membeli dulu sebelum bisa dipasang harga pinlock juga bervariasi tergantung jenisnya banderolnya mulai dari rp  dengan durasi pemakaian mencapai satu tahun tanpa perlu diganti baca juga daftar harga oli transmisi mobil matik desember   “kalau sudah pakai pinlock hujanhujanan pun enggak masalah soalnya kaca enggak berembun” kata agus agus menambahkan dua anjuran ini sebaiknya diterapkan oleh pengendara tujuannya tentu supaya berkendara tetap aman dan risiko kecelakaan bisa diminimalisasi,Otomotif
jakarta kompascom  belum lama ini warganet di media sosial dibuat heboh dengan beredarnya foto suzuki jimny pintu yang tertangkap kamera sedang melaju di jalan raya suv ini diduga masuk melalui tangan importir umum untuk diketahui jimny pintu resmi meluncur di india pada pertengahan januari  peluncurannya dilakukan oleh maruti suzuki bertepatan dengan auto expo  di delhi baca juga daihatsu lagi menyiapkan pesaing suzuki jimny terkait foto yang beredar di media sosial diambil dan diunggah oleh pemilik akun instagram fikrialifansyah pada kamis  fikri mengatakan dia mengambil foto tersebut ketika tak sengaja berpapasan  iya tadi kebetulan saya dari arah bintaro menuju emerald bintaro pas di lampu merah sadar kalau itu suzuki jimny jb pada umumnya ujar fikri kepada kompascom belum lama ini tapi pas sudah lampu hijau saya perhatikan ulang kok rada aneh melihat jumlah pintunya ternyata memang jb versi long kebetulan saya lihat dari dudukan pelat nomor ada sticker ivans motor namun tidak sempat foto sisi depan mobil tersebut kata fikri baca juga modifikasi suzuki jimny jadi pikap fikri menambahkan dia menduga mobil tersebut datang dari importir umum sebab terdapat sticker ivans motor yang memang merupakan importir umum mobilmobil mewah  menanggapi foto yang viral tersebut head of brand development  marketing research w suzuki indomobil sales sis harold donnel mengatakan pihaknya tidak mempermasalahkan jika mobil tersebut datang dari importir umum tidak apaapa itu adalah kesempatan bisnis yang dimiliki oleh sebuah importir umum kalau dia memasukkan produk suzuki itu sama saja secara tidak langsung memasarkan produk suzuki jadi tidak ada isu yang terlalu berat mengenai ini ujar harold  kalau dari kita pasti kita akan secepatnya untuk bisa mengenalkan produk tersebut sebab impor jimny sangat tinggi di indonesia jadi segala sesuatunya harus dipersiapkan untuk jimny pintu ini kata harold bicara soal jimny pintu secara tampilan mobil ini memiliki desain yang mirip dengan versi sebelumnya hanya saja mobil ini memiliki dimensi yang lebih panjang hingga  mm dibandingkan jimny pintu baca juga ke luar negeri sekarang bisa naik bus damri tarif rp   untuk dapur pacunya mobil ini juga dibekali dengan mesin  l naturally aspirated yang mampu menghasilkan tenaga  tk dan torsi  nm mesin tersebut dikawinkan dengan transmisi manual lima percepatan atau otomatis enam percepatan suzuki juga sudah membekali jimny pintu dengan sistem penggerak semua roda alias all wheel drive awd allgrip pro suzuki dengan sistem tersebut memungkinkan mobil ini sanggup melibas medan off road yang ekstrem sekali pun,Otomotif
jakarta kompascom  aturan lalu lintas pada saat libur natal  dan tahun baru  akan berubah sementara sebab pemberlakuan sistem ganjil genap di dki jakarta akan ditiadakan sistem ganjil genap yang diberlakukan pada  ruas jalan di jakarta akan ditiadakan pada periode libur natal  dan tahun baru  “sebagaimana regulasi peraturan gubernur nomor  bahwa untuk ganjil genap itu tidak berlaku pada hari sabtu dan minggu serta libur nasional” ujar syafrin liputo kepala dinas perhubungan dishub dki jakarta dikutip dari ntmc polri kamis  baca juga daftar harga oli transmisi mobil matik desember  syafrin menambahkan ganjil genap sejauh ini baru ditiadakan pada tiga hari libur nasional yakni  dan  desember  serta  januari  “jadi jika natal tanggal  dan  itu masuk dalam kategori cuti bersama artinya di sana tidak berlaku demikian pula tanggal  januari  karena itu adalah libur nasional maka otomatis ganjil genap tidak berlaku” kata syafrin  sebagai informasi aturan ganjil genap diterapkan di beberapa ruas jalan jakarta dan pelaksanaannya terbagi dalam dua waktu yakni pukul  wib dan pukul  wib aturan ini berlaku penuh selama  hari kerja mulai seninjumat dan tidak berlaku pada hari sabtu minggu serta libur nasional baca juga ini tantangan pengembangan transportasi umum di indonesia berikut daftar  jalan yang terkena aturan ganjil genap jakarta,Otomotif
jakarta kompascom  cuaca panas di siang hari tentu mengganggu kenyamanan pengendara motor saat sedang berkendara apalagi jika sedang berhenti menunggu lampu merah di persimpangan beberapa cara dilakukan pengendara sepeda motor agar tidak kepanasan saat menunggu lampu merah di tengah panas terik matahari siang hari salah satunya adalah mencari tempat berteduh seperti di bawah pohon berteduh saat menunggu lampu merah pada siang hari memang wajar dilakukan tetapi harus tetap memperhatikan kondisi di sekitar jangan sampai tindakan berteduh malah mengganggu lalu lintas atau pengguna jalan yang lain baca juga daftar harga oli transmisi mobil matik desember  seperti yang dilakukan oleh pengendara motor wanita pada video yang diunggah oleh akun instagram dashcamindonesia kamsi  dalam rekaman itu terlihat pengendara motor wanita menghindari panas terik matahari dengan cara berteduh di bawah pohon wanita tersebut berhenti di tengah jalan dengan posisi jarak yang cukup jauh dengan kendaraan yang berada di depannya unggahan ini pun mendapat komentar dari berbagai warganet tak sedikit dari mereka yang dibuat jengkel dengan aksi pengendara motor wanita itu a post shared by dashcam indonesia dashcamindonesia “ga sekalian nunggu dari rumah aja bu” tulis akun irwanoi “kalo gak mau panas² ya di rumah jangan naik motorntar celaka nyalahin yg lain” tulis komentar istyveronica “knapa g berenti di pinggir kanan sih bu jadi g ganggu hadeeeeeee” tulis akun kurniawandhenis head of safety riding promotion wahana agus sani mengingatkan kepada pengendara sepeda motor agar tidak berteduh sembarangan ia menegaskan pengendara harus memastikan berhenti dan berteduh di titik yang aman dan tidak mengganggu laju kendaraan lain “jangan sampai juga berhenti terlalu tengah malah jadi celaka nantinya ditabrak dari belakang” kata agus kepada kompascom belum lama ini baca juga ini tantangan pengembangan transportasi umum di indonesia agus menyarankan agar tetap nyaman dalam berkendara pengendara sebaiknya selalu menggunakan riding gear atau perlengkapan berkendara yang sudah disesuaikan dengan kondisi cuaca misal ketika cuaca panas terik gunakan jaket yang bisa menyerap angin sehingga badan tidak gerah hindari pula mengenakan pakaian berwarna gelap karena warna tersebut mampu menyerap panas dan membuat pemakainya merasa lebih gerah “usahakan juga untuk tidak berkendara di saat matahari sedang terik jika tidak dalam kondisi terpaksa jadi bisa mengubah jam perjalanan menunggu cuaca tidak terlalu panas karena saat berkendara di cuaca terik tubuh jadi mudah dehidrasi” kata agus,Otomotif
jakarta kompascom  damri resmi mengumumkan peluncuran layanan baru angkutan lintas batas negara albn di singkawang kalimantan barat ke kuching malaysia pembukaan rute ini merupakan bagian dari langkah strategis damri memperluas jaringan global selain itu juga diharapkan bisa memberikan pilihan transportasi bagi masyarakat dengan biaya yang relatif terjangkau direktur komersial dan pengembangan usaha dadan rudiansyah mengatakan layanan damri hadir sebagai bentuk solusi transportasi yang lebih terintegrasi dan nyaman buat masyarakat indonesia maupun malaysia selain itu byd bersiap memasuki pasar indonesia jika tak ada halangan merek mobil listrik asal china tersebut akan mulai meramaikan peta otomotif nasional pada tahun depan sebelum byd resmi masuk ke indonesia produkproduk byd sudah lebih dulu menjajal pasar pada  perusahaan taksi blue bird memasukkan mobil listrik byd e untuk beroperasi di jakarta dan sekitarnya baca juga alasan byd lebih hatihati masuk ke pasar mobil listrik indonesia berikut  artikel terpopuler di kanal otomotif pada kamis  desember    ke luar negeri sekarang bisa naik bus damri tarif rp   hadirnya layanan yang menghubungkan singkawang dengan kuching sebagai tanda kerja sama yang erat antara pemerintah indonesia dan malaysia melalui forum sosek malindo kata dadan dalam siaran resmi yang kompascom terima kamis  layanan baru damri ini bersifat transit alias penumpang akan berganti bus di pambangunan pos lintas batas negara plbn aruk perjalanan dilanjutkan dengan bus biara mas yang telah bekerja sama dengan damri baca juga ke luar negeri sekarang bisa naik bus damri tarif rp   lima tahun jadi taksi mobil listrik byd tembus  km  pada tahap awal ada  unit byd e yang masuk indonesia dan tak lama kemudian menyusul masuknya byd t pada masa itu sebetulnya blue bird juga memasukkan tesla model x tapi dipakai untuk taksi sliver bird baca juga lima tahun jadi taksi mobil listrik byd tembus  km   mulai rp  jutaan intip daftar harga mobil hybrid per desember   seiring dengan ramainya tren elektrifikasi di indonesia banyak produk baru yang mulai bermunculan terutama untuk jenis mobil hybrid memasuki desember  atau penghujung tahun secara harga ratarata mobil hybrid yang di pasarkan masih stabil tak ada kenaikan dibandingkan november lalu baca juga mulai rp  jutaan intip daftar harga mobil hybrid per desember,Otomotif
jakarta kompascom  setiap pemilik mobil matik wajib mengganti oli transmisi secara rutin wajib agar pelumasan pelumasan komponen mobil bisa bekerja dengan baik terkait oli transmisi matik saat ini di indonesia ada berbagai jenis pelumas yang dipasarkan dengan harga yang beragam bahkan harga dari oli mobil matik bisa berubah setiap saat mengikuti pasar jelang berakhirnya tahun  harga dari berbagai merek oli mobil matik telihat stabil atau masih sama seperti bulan sebelumnya hanya beberapa varian prodak saja yang alami sedikit alami perubahan yaitu shell spirax s atf x  ukuran  liter dan total fluidmatic lv mv dan ukuran  liter  oli mobil matik merek top  castrol dan total harganya masih seperti bulan sebelumnya baca juga tidak menggunakan helm saat naik motor bisa kena tilang rp  berdasarkan situs resmi masingmasing penjualan merek oli mobil matik berikut tim redaksi kompascom sudah mengumpulkan harga oli mobil matik dari berbagai merek yang ada di jaringan penjualan resmi per  desember    harga oli transmisi matik top    harga oli transmisi matik shell  harga oli transmisi matik total  baca juga bus po juragan  trans pakai pelek alcoa satu set rp  juta kompascom janlika putri ragam pilihan oli mobil  harga oli transmisi matik pertamina    harga oli prestone     harga oli castrol oli transmisi,Otomotif
jakarta kompascom  membuat masyarakat beralih dari kendaraan pribadi untuk menggunakan transportasi umum bukanlah hal yang mudah untuk itu sejumlah pemerintah di berbagai negara terus berupaya memperbaiki kualitas transportasi umum tak terkecuali indonesia tory damantoro ketua umum masyarakat transportasi indonesia mti mengungkapkan tantangan pengembangan transportasi umum di indonesia baca juga orang tua harus ingatkan anaknya pakai helm saat dibonceng “pertama adalah konektivitas karena tidak semua daerah itu mempunyai infrastruktur yang memadai” ucap tory saat ditemui di kawasan jakarta barat kamis  tantangan selanjutnya kata tory adalah urbanisasi di mana sebelumnya sudah diprediksi bahwa  persen penduduk indonesia tinggal di perkotaan sehingga angkutan umum di perkotaan menjadi agenda yang mendesak di mana saat ini masih memiliki banyak tantangan  “urbanisasi saat ini tidak bisa dihindari pusatpusat kota tumbuh menjadi pusat kegiatan ekonomi dan sosial jadi tekanan untuk mobilitas di urban area itu lebih tinggi sehingga angkutan umum sudah wajib kalau kita mau punya pusat pertumbuhan yang efisien” kata tory baca juga ingat saat mengendarai motor jangan parkir jari di tuas rem sebagai informasi saat ini pemerintah juga mendukung penggunaan transportasi umum salah satunya dengan menerapkan pembatasan kendaraan pribadi di jalan raya hal ini dilakukan dalam rangka mengatasi polusi udara yang semakin memburuk terutama di wilayah dki jakarta presiden republik indonesia joko widodo sebelumnya juga menjelaskan ada peningkatan penjualan kendaraan bermotor baik itu mobil maupun motor peningkatan tersebut juga dirasa cukup signifikan yakni sebesar  persen sehingga diperlukan pembatasan penggunaan kendaraan pribadi,Otomotif
jakarta kompascom  insiden antara valentino rossi dengan marc marquez pada motogp malaysia  berbuntut panjang bahkan diketahui bahwa yamaha sampai tidak ingin ada salah satu dari marquez bersaudara di dalam timnya insiden yang terkenal dengan sebutan sepang clash tersebut membuat rossi gagal meraih juara dunia yang ke sehingga tak heran jika rossi dan banyak pendukungnya yang tidak senang dengan apa yang dilakukan marquez baca juga marquez tanggapi dirinya jadi momok saat pindah ke ducati perselisihan ini berdampak pada adiknya yakni alex marquez ketika mau naik ke motogp juara dunia moto  itu tadinya akan naik ke motogp dengan tim satelit yamaha yaitu petronas srt  mantan bos tim satelit srt dan rnf razlan razali mengonfirmasi hal tersebut dia mengatakan alex sudah menandatangani kontrak dengan pihaknya tapi yamaha menolaknya pada  kami srt memiliki motor di moto tapi dorna memberikan tempat kosong di musim  saya suka alex dan dia masuk ke dalam daftar saya ujar razali dikutip dari motorsportcom kamis  baca juga prediksi rossi soal performa marquez di ducati kami melakukan pertemuan rahasia dan kami menandatangani kontrak di motorhome milik marquez agar dia membalap untuk kami satu musim di moto dan pada  ketika fabio quartararo pindah ke tim pabrikan alex akan naik ke motogp bersama kami kata razali  razali menambahkan kontrak tersebut ditandatangani pada agustus  tepatnya pukul  malam saya bilang ke yamaha bahwa saya ingin merekrut alex untuk moto dan lalu ke motogp yamaha mengatakan tidak tidak ada anggota keluarga marquez yang bisa berada di yamaha ujarnya  saya bilang mengapa ini tim saya itu karena marc dan apa yang terjadi di  itu menjadi personal bagi mereka yamaha kata razali alex mengatakan  menjadi tahun kelimanya di moto dan dia mendapat banyak kritik karena hal tersebut selama bertahuntahun alex mengaku ingin sekali naik ke motogp  pada pertengahan tahun di brno saya mendapat tawaran untuk menjalani satu tahun di moto dan saya pikir itu adalah dua tahun di motogp bersama petronas yamaha ujar alex fabio quartararo berada di depan bertarung dengan marc pada  dan itu adalah motor yang saya sukai saya pikir motor itu bagus untuk gaya membalap saya tapi akhirnya tidak berhasil karena suatu alasan kata alex,Otomotif
jakarta kompascom  indonesia sudah memasuki era digital dan proses modernisasi mulai terjadi di beberapa sektor tidak terkecuali sektor industri otomotif termasuk proses jual beli mobil target konsumen mayoritas juga sudah berubah dan saat ini didominasi oleh gen z berusia  tahun sampai  tahun yang sangat menitikberatkan kemudahan adanya dua perubahan tersebut diprediksi akan mendistrupsi pasar dan menuntut apm otomotif untuk mengubah pola penjualan untuk mengakomodir tuntutan dari konsumen harry sendiko ceo marketplace mobil baru galemoru sekaligus mantan komisaris pt astra international daihatsu memprediksi jika proses jual beli mobil secara konvensional akan mulai ditinggalkan secara perlahan baca juga peremajaan pada bus pariwisata itu sifatnya krusial  menurutnya kebiasaan lama seperti mendatangi diler mengamati secara langsung dan komparasi harga saat hendak membeli mobil baru sudah tidak menarik lagi di mata konsumen gen z “industri otomotif kita perkembangan teknologinya pesat sekali dalam dua dekade terakhir tapi cara berdagangnya proses jual beli masih kuno hampir enggak berubah tahun an sampai sekarang masih saja sama” ucapnya saat berbincang dengan kompascom di jakarta kamis  menurutnya pasar online adalah konsep jual beli terbaru yang bisa menjadi batu loncatan dan bisa diadaptasi untuk sektor industri otomotif pula baca juga begini cara ukur helm saat beli secara online  menimbang lapak online alias marketplace sudah sangat umum di kalangan masyarakat saat ini dia menilai proses jual beli mobil juga akan mengikuti walau secara perlahan “sekarang semuanya sudah serba online mudah ringkas konsumen sekarang maunya seperti ini karena enggak repot” ucap dia harry berpendapat skema penjualan mobil baru akan berubah dalam waktu dekat dan secara perlahan bergeser ke ranah online dengan mengandalkan teknologi digital yang sudah banyak tersedia baca juga perusahaan ini luncurkan ruang beli mobil baru secara online  “kalau bicara showroom sekarang saja sudah bisa bikin virtual showroom benefitnya banyak sekali zero operating cost enggak perlu tanah cuma perlu server saja konsumen kalau mau akses bisa lewat saku celana pakai smartphone” ucapnya untuk ke depannya tidak tertutup kemungkinan jika  persen proses jual beli mobil akan dilakukan secara online sisa  persen yang berkaitan dengan tanda tangan serah terima unit serta formalitas lainnya baru dilakukan offline,Otomotif
